"","cl1","cl2","cl3","cl4"
"CA3",-0.00738342602628446,0.00801786202034351,-0.00748629835907948,-0.00102884426653851
"CA4",0.00410025747714132,0.0164796770556652,0.0210447701897844,-0.00476033481880388
"CA5B",-0.000237981527823356,0.0045673427958107,-0.000140066681387105,-0.00692910231469763
"CA7",-0.00236526589843472,0.00732132407946182,0.00444017674897707,-0.00744787419649761
"CA8",0.00305754912537132,-0.0134378630762021,0.0148874192968136,-0.00704694449908196
"CA9",0.00544283914230695,-0.0333238459164199,0.00333096524660865,-0.00172128344084922
"CAB39",0.00288859038466977,-8.43871097036012e-05,0.00192541016483222,0.00490229399449476
"CAB39L",-0.0108116392387742,0.0249116226996593,-0.00215968377124722,0.00646724980922412
"CABIN1",0.00299293220585348,-0.0019333296845396,0.000827484197486571,-0.000569142542698038
"CABYR",6.53263961766817e-05,0.00161663848249664,-0.00494000237398698,0.0029477966277243
"CACNA1A",0.00110413380686581,-0.000917551412247606,-0.000783040786423841,-0.00400775018674452
"CACNA1C",0.00207828639172563,0.00424317654171796,0.012405790327875,-0.00823936174532809
"CACNA1G",-0.00199492136589979,-0.00112454839527331,0.00271454692370231,-0.00291621514774069
"CACNA1H",0.00463843778894639,0.00758220331544818,0.000687670307914047,-0.00508419166953875
"CACNA1I",0.00060419942595588,-0.00228444262848166,0.000200708548818935,-0.00297492524237223
"CACNA2D1",0.0135630655671398,0.0152742089939687,-0.00797967424543365,0.002260027017762
"CACNA2D2",-0.00478912340832142,-0.000655986647467285,0.0142487808138382,-0.00536157848942491
"CACNA2D3",0.00591844528186433,0.00635813128714977,0.00044470443097306,-0.00237516545358544
"CACNB1",-0.00262054070493037,-0.000171049563950255,-0.00413770859047061,-0.0018976768398126
"CACNB2",-0.00107518751783817,0.0059572733952487,0.0149539600944239,-0.000297249262115285
"CACNB3",-0.00176921034209458,0.000530792104346449,0.00344237777564446,-0.000600692621389256
"CACNG1",-0.000181367878002521,-0.000969244501498908,-0.0028189555109514,-0.00464418273843197
"CACNG2",-0.00402192059652778,0.00469528717733358,-0.00260576221711218,-0.00579973111576489
"CACNG5",-0.00391924021925324,0.00188743585121437,-0.00100695733070693,-0.00226648245476817
"CACYBP",-0.00185597479779083,-0.0053284551880461,-0.006753324273272,0.00908819651841518
"CAD",-0.00499110150967981,-2.57467081197968e-05,-0.00564168836774656,0.0052514060920049
"CADM1",0.0109892183686855,0.00706614613130876,0.00317467229403055,-0.00369188385970682
"CADM3",-0.000713345411104798,-0.00135510946223041,-9.33456592668176e-06,-0.000528306152826713
"CADM4",-0.00329378368468038,0.00146798974651346,-0.00563228426350278,-0.00476831132818921
"CADPS2",0.00529801539177291,-0.00711060777221111,0.00917223028872736,0.00129114264692478
"CALB2",0.0143278398368063,-0.0051069865206008,-0.0171228187559559,-0.000909520174288883
"CALCA",-0.00385281178361595,0.00663061899969143,-0.0033930429194768,-0.000130661780612077
"CALCOCO1",-0.00062631052474247,0.0069537869466454,0.00475019595704902,0.000215117429107834
"CALCOCO2",0.00153378806997149,-0.00148477369288845,0.00441509532300452,0.0041749203413548
"CALCRL",0.0170301073299237,0.00770954234116793,-0.00218024782866782,0.00352336881410118
"CALD1",0.0285079430423109,0.0162588568613106,-0.00507894193174679,0.00883927247550869
"CALM1",0.00012309034520683,-0.00317541108127608,0.00173826771548761,0.00265898822938018
"CALM3",0.0033667852123689,-0.00748936340128758,0.00465348825134537,0.00570922999566762
"CALML3",-0.00463368545390597,-0.00194006384638394,0.00113910352820857,-0.00149481314770206
"CALML4",-0.00783047689742496,-0.00398724461861429,0.0163255771805448,0.00506913393627914
"CALR",0.00155095697740252,-0.00680472817389157,0.000313724182123155,0.00158683467764308
"CALU",0.0102803591761437,0.00188253359560854,-0.000232163199573489,0.00686509207116905
"CALY",0.00313459617648289,0.000331800558843833,0.0026190349562638,-0.00348964318179795
"CAMK1",0.00413038963421911,-0.000836605701639561,-0.000731832404505727,0.00493322851843468
"CAMK1D",-0.0076411782770927,0.0125966207109441,0.00870194799102621,-0.000575187615608015
"CAMK2A",-0.00497435742898376,0.00109650573498089,-0.00229754471263949,-0.00458189533742324
"CAMK2B",-0.000749631893315892,0.000717743365166851,0.00171241079683271,0.000628114836172843
"CAMK2G",-0.00125981757612862,0.00273968746883457,0.00078289455980605,0.00230828715513032
"CAMK2N1",-0.00580814238929917,0.0149428600178314,0.003883553782083,0.00770844191955267
"CAMKK2",-0.00257556157864503,0.00651611458033097,0.000880798837816683,0.00550365362863356
"CAMKMT",-0.00969035546443815,0.0048247399980393,-0.0013398787463017,0.00551067178186034
"CAMKV",-0.0053022321179693,0.0119471476058572,-0.00442580284260683,-0.00162888051335213
"CAMP",0.00192641606394046,-0.0001897963203014,0.000875277790195416,-0.00322059125879684
"CAMSAP1",-0.00235305467153406,-0.00183609529050888,-0.00466015803368353,0.00138785291787534
"CAMTA2",0.00194679658818289,-0.000784365936657616,0.00122306235291252,-0.000332713794321994
"CAND1",0.00200758612593584,-0.00462013274442454,0.000819068000549036,0.00857240588732777
"CAND2",0.00674551871050723,0.0110492481567529,-0.00177600782414426,-0.0011282206763626
"CANT1",-0.000219624189986197,-0.0123235044878545,0.0115948931559147,-0.00182783291357742
"CANX",-0.000461605784773447,-0.00225058063545435,0.00332157276486238,-0.00043594442473061
"CAP1",0.00469542015847009,-0.00234544256609484,0.00451665209130556,0.00548599572659112
"CAP2",0.0105240288495791,0.00671571978129336,-0.00706506715990175,0.00250579857902891
"CAPG",0.00806346946283682,-0.00404151514514337,0.000457964701961675,0.0051394937410182
"CAPN1",-0.00285828537091574,-0.0033413990255207,-0.00195733274759889,0.00490803079706542
"CAPN10",-0.00380587767728844,0.00335782199043125,-0.00426232168431368,-0.000599943737385832
"CAPN2",0.00463611750878484,-0.00289580813194017,0.00447932081047918,-0.00138993466083553
"CAPN3",-0.00525918943301166,0.00796717796867821,0.00126352639436922,-0.00418012198842052
"CAPN7",-0.00027002886238161,0.00253848156447019,0.003467516334227,0.0086687683767913
"CAPN9",-0.00253218490712561,-0.00924891799697062,0.031013403132742,-0.0172642985614277
"CAPNS1",2.39310424789836e-05,-0.00455848379650019,0.00608959565026627,0.00402251436953083
"CAPRIN1",-0.000175037263603057,-0.00420511089894741,0.00381430580092149,0.00829374877008586
"CAPRIN2",0.00516263812753465,0.000133623369940208,-0.00998397862016686,-0.00390015494323066
"CAPZA2",0.00231374251862161,0.00269319569378769,0.00363084917554424,0.0107564696428638
"CAPZB",0.00513989717146105,-0.00390047085201556,0.00160990307205681,0.0029634473678196
"CARD10",-0.00476636815391346,-0.0026339367770326,0.00517456550397667,0.00401871637252484
"CARD14",-0.00551706341112617,0.00100297047053903,-0.00220139238268034,0.000770896797682606
"CARD8",0.00593117924228398,0.00178974461024051,-0.00122970901573129,-0.00193162624091484
"CARD9",0.00405087936878229,0.00161550598867516,-0.00260001572257494,0.000145979048160997
"CARHSP1",-0.00145018116451806,-0.00457476652812352,0.00141017096648145,0.00371666154844544
"CARKD",-0.00572091298440583,0.00638737747306371,-0.000646638628812445,0.00560455904678053
"CARS",-0.000788120440287979,-0.00443355430662576,-0.00614263947849304,0.00392192303776248
"CARS2",-0.00774472662685879,0.00214784600282818,-0.00638456453863073,0.0062518399662599
"CARTPT",0.000988923944831165,0.00785745619707278,-0.0041979672836143,-0.00399042704376996
"CASC3",-0.00157420276176858,0.00494758056829898,9.74347003174155e-05,0.00361507426095573
"CASD1",0.00103497823038108,0.00477811683323039,0.0158178457731821,0.000885148875472008
"CASK",-0.00897357964230116,0.0101530922438458,0.00228589185006136,0.00882640034367098
"CASP1",0.00684206960950463,-0.0146902486794406,0.0156584738364329,0.00125797687237242
"CASP10",0.00258793617528376,-0.00722775924065782,0.00409749311133615,-0.00368828650152663
"CASP2",-0.00290898907821096,-0.00177057162516629,-0.00355923876082354,0.00287264628398765
"CASP3",0.00180657557598409,-0.00878612481560914,0.00443600540593762,0.00632155231062903
"CASP4",0.00841468322037166,-0.00800502188060279,-0.00752822174663754,0.00237981149097989
"CASP5",-0.000682039417132509,-0.00785955030190512,0.0170095244407929,-0.000576009292685963
"CASP6",-0.0114508839403799,0.00503236268497186,0.0127103876070631,0.00834602728274812
"CASP7",0.000301042019557469,-0.011042184792647,0.013282873097694,0.00412658791836133
"CASP8",-0.00249128683819872,-0.00113361676450513,0.00387489960332405,0.00465324428961476
"CASP9",-0.000639281448487512,-0.00259017397651597,3.23997120961383e-05,-0.00154880055894762
"CASQ1",-0.00251153830460832,0.00799021117506222,-0.00216030734057757,-0.00367868176653453
"CASQ2",0.00238698263014924,0.0174821274692564,-0.00552583160041248,-0.0082754314711079
"CAST",-0.000926739573186315,-0.000612704171917013,0.0103938093509514,0.0025626631700373
"CAT",-0.00378995325386084,0.00478008307418213,0.00952507784312055,0.00645486686077526
"CAV1",0.0282846180101325,0.00859595646687128,0.000550012053145519,0.00527592623676738
"CAV2",0.0250761137269087,-0.00166020289883465,-0.0079112727839435,0.00690153794110518
"CBFA2T2",-0.0123515696182306,0.0150911823779554,0.00266801599530913,0.00173723952107098
"CBFA2T3",0.00507577413678486,-0.00861371010644535,0.0136463485476997,-0.014654730683713
"CBFB",-0.00105430874952493,0.00121392695520953,-0.00608930640645445,0.0083767960191897
"CBL",-0.00115030475422406,0.00271367958489376,-0.00373923554310286,0.00260700946841307
"CBLB",0.0024543950182423,0.00377073862242377,0.0028847694732893,0.00189669450892694
"CBLC",-0.00938161036471232,-0.00630413530139291,0.00657550542377853,0.00352625205881146
"CBLL1",-0.00384749065770679,0.00267068189166591,-0.00250191707896702,0.0110877096811831
"CBLN1",-0.00734592719094877,0.00862609619197728,-0.00301150186581872,0.00305421865065535
"CBR1",-0.00125241786872668,-0.00790819517744213,0.00229096099536957,0.00439957049162707
"CBR3",0.00740855894645476,-0.0208357490896416,0.00354170977036153,-0.00413599843149511
"CBR4",-0.00325167260897246,0.0011415253358247,0.00433751520626865,0.00586277213949099
"CBS",0.00142981911300058,0.00202801360713791,-0.00362711147885142,0.00327557394034797
"CBX1",-0.00102046154000518,0.00353541971816086,-0.00417287950089994,0.0094033804260227
"CBX3",-0.00231654377897163,0.00249153881301372,-0.0041201891097587,0.00949335329039979
"CBX4",-0.000658549431340866,0.000924298537179545,-0.00330626692038645,0.0073021036233468
"CBX5",-0.00759590317606878,0.0110701299618522,-0.000396846058501815,0.00699883409981257
"CBX6",0.00999151617285163,0.0045476089937695,-0.00656504848556258,-0.00106720755638166
"CBX7",0.00370403143281205,0.00507699752785132,0.00470150527694145,-0.00193812602211571
"CBX8",-0.00291459846262607,-0.00120149412417783,-0.00679096604063845,0.00205274422904858
"CBY1",-0.00102743163672072,-0.00185128613142807,-2.5092047934385e-05,0.00345231137920665
"CC2D1A",-0.00961441225019842,4.21647428457966e-06,0.00731313275464418,0.00212370839558034
"CCBL1",-0.00188592484153954,-0.00271413179207358,-0.00680826533455628,0.000491690825809974
"CCBL2",-0.000644547472084918,-0.00257293292064945,0.00341419504042939,0.00179607381961375
"CCBP2",-0.00222696001889917,0.00530870497845972,-0.000139563856900537,-0.00331234993531594
"CCDC101",-0.00127957610812176,0.00259365957423596,-0.00125731791830868,-0.00178548861393612
"CCDC102B",0.0160288235679272,-0.000185913163540799,-0.0107044202461863,0.00733525530970106
"CCDC109B",0.0109531539162719,-0.0142332099107704,-0.0035497131161644,0.0036890999825035
"CCDC130",-0.00193929174681684,0.00025052749509798,-0.00244012480363156,-0.00194884533543658
"CCDC132",-0.00258911117604139,0.00251443627547295,0.000730758447368367,0.00593153336673016
"CCDC134",-0.00206792348477814,-0.00430234554098997,0.000411229748499641,8.43854024879507e-06
"CCDC22",-0.00498443707938894,0.000683853910146579,0.000362159211072642,0.00303196418570329
"CCDC25",-0.00108773020169556,-0.0086924448470856,0.00382841091421785,0.0010802352582781
"CCDC28A",0.000730603589905782,0.0023880399848208,0.00650293084364458,0.00242687932824803
"CCDC28B",0.00055748622469511,-0.00050027429252191,-0.00707469589094572,7.27885991045904e-05
"CCDC30",0.000577084103887629,0.00213417841318174,-0.00171186740936198,-0.00518314370928435
"CCDC41",-0.00341911591671794,-0.0010335428262998,-0.00377135083085028,0.00922640051204019
"CCDC47",-0.00147933684094507,-0.00476745253301969,0.00542113035898843,0.00884133870292659
"CCDC51",-0.00237251622514545,-0.00650824687324643,-0.00123217035718006,0.00481639180869598
"CCDC53",-0.00105743908069937,0.00948264795754243,0.0043423986295419,0.00560661207321873
"CCDC57",-0.00215453143149333,-0.00664092426814799,-0.00263796890911668,-0.000416656806017152
"CCDC59",-0.00394288056583847,-0.00367444027580315,-0.007123082941134,0.00914860488560105
"CCDC6",-0.000112547358070981,-0.00422112464696935,-0.00255277348610946,0.0064000485556512
"CCDC64",-0.00358141096155761,-0.00221062621045754,-0.000860425356468832,-0.000722077654621767
"CCDC68",0.0038386334616866,-0.0160357380578978,0.00500944522048564,-0.000523763539612406
"CCDC69",0.0127844409069005,0.00833601167019133,-0.00311502552849365,-0.00269163920108922
"CCDC85B",-0.00308875089547399,0.000217992267467624,-0.0121355774602748,0.0045544892412876
"CCDC88A",0.0231137350331118,-0.0017649311830614,-0.00960637129013173,0.00387401974901029
"CCDC90A",-0.00374359077111914,0.00132448422606723,-0.0101127349813032,0.0107950703104639
"CCDC90B",0.00111657332755631,0.000595227126344818,-0.00255225905644044,0.00714781133253069
"CCDC91",0.00264566288497624,0.00266171450931965,0.00371598038451664,0.00826562855855361
"CCDC92",-0.00325155178131085,0.0121890034344597,-0.000167089024198735,0.00196579277070502
"CCDC93",-0.00227612601463291,0.00403294054920368,-0.00158453545089745,0.00246533064845707
"CCDC94",-0.00364277484770665,-0.00560808967407251,-0.000291645186733848,0.00159859714679551
"CCKBR",-0.00187398537072659,0.00140018964243313,-0.000626287433272579,-0.00364561423940933
"CCL11",0.0174537410219881,0.0212324465906261,0.0153224335306803,-0.000524116171165629
"CCL13",0.0251346707623741,-0.00362562134377191,-0.0010462493755701,0.00276477977061989
"CCL16",-0.00247220432687448,0.00608215393375884,0.0006748913295871,-0.00846795425630685
"CCL18",0.0426208568688426,-0.0112654653960965,-0.0200134435348036,0.00711474235431364
"CCL19",0.019591981562892,0.0068822366637423,0.00514119174513889,-0.00976891439202357
"CCL2",0.0361300849713968,0.00830925918210258,-0.00376213471163396,0.0048152017058488
"CCL20",-0.00752773389216856,-0.00629577110627557,0.0255931331842614,0.0131308932215282
"CCL21",0.0152884935061346,0.0127872179797296,-0.00417649564644133,-0.00235739663418795
"CCL22",0.00662539542930931,0.00283490922546893,-0.000453820548334251,-0.00414837542557583
"CCL23",0.00351602136714251,0.00259755685316346,-0.000162116562679623,-0.00264140183771125
"CCL24",-0.00987756461196029,0.00785161976299482,0.0207191948599387,0.00198295481569342
"CCL25",-0.00312551291333177,0.0029484991578436,-0.00544107686226517,-0.000507150700196553
"CCL5",0.0235005405175643,-0.0209069658540329,-0.00496058268736157,0.00122645932636229
"CCL7",0.00881727878744497,-0.00257607910598941,-0.0055698745807346,0.00405896349204908
"CCL8",0.0307830109469804,-0.00908028950406425,-0.0165143146869258,0.00615918738834872
"CCNA1",-0.000526952523272086,0.00278490082104254,0.00128302526773878,-0.00275874767360364
"CCNA2",-0.00477159438539485,-0.0152858831800714,-0.00766158953903684,0.0134683119359178
"CCNB1",-0.00393475152170164,-0.0176330608574894,-0.011129633056997,0.0149790180516904
"CCNB1IP1",-0.00677292681213945,-0.000735987740439491,-0.000747161412224048,0.0068817833069901
"CCNB2",-0.00428206748064268,-0.0139902832228298,-0.00598428728834615,0.0107238372841432
"CCNC",-0.00134401951594291,-0.00357981231941928,-0.0037944320762455,0.0111585027295631
"CCND1",-0.000539785111471717,-0.000309034028707159,-0.0073780473661586,0.00768939969810399
"CCND2",-0.0054261312122526,0.00663683122293701,0.0101467409728057,0.00230694980153309
"CCND3",0.00117028845489211,-0.000243727420831715,-0.000870322886802686,0.00723743804616855
"CCNE1",-0.00328345643387836,-0.00549718231759802,-0.00947692790131267,0.00570285650314808
"CCNE2",-0.00606030917483552,-0.00650508797759285,-0.00661752489383244,0.0177847943544495
"CCNF",-0.00546420600763168,-0.00806138006071712,-0.00581720831505466,0.00409829811685992
"CCNG1",-0.00328528931734427,-0.00730797570109367,0.00564324089990122,0.00433887244140424
"CCNH",3.04906539562833e-05,-0.00123569205476211,-0.00209414303501652,0.00944416285735598
"CCNI",0.00131028329820194,-0.000654235667208095,0.00209605802706767,0.00273458823640577
"CCNK",-0.00193463403120879,-0.00597513637316027,0.00124939277309109,-1.33863865921239e-05
"CCNL1",0.00176341195735193,0.0034428684499905,-0.00145498162512385,0.0023591328117524
"CCNL2",-0.00175231220374969,0.00355007905500903,-0.00447964233608649,-0.00288078671935034
"CCNO",-0.00397944593175058,-0.0169559203199935,0.00204815213490486,-0.000913398589383941
"CCNT1",-0.00210064852591653,-0.0035258408942056,-0.00453672282667268,0.000975502325993493
"CCNT2",-0.00151593892483943,0.00571417206991218,0.00113143836518958,0.00610000614625211
"CCP110",-0.00200556112748627,0.00162165442275151,-0.00282444767774445,0.0048523116158796
"CCR1",0.0184804450273738,-0.000168068585984187,-0.00656269987482286,0.00428857026112964
"CCR10",0.00158165270592252,0.00511834873027839,0.00178921337189263,-0.00426759740927661
"CCR2",0.0141408001702718,0.00350913332618715,0.00320270739403023,0.0010551950168015
"CCR6",-0.000285670305764995,0.00304199940065642,0.00242562248055198,0.00127002339760875
"CCR7",0.0136883819310377,0.00207896060614279,0.00707872335343026,-0.00579556469001097
"CCRL1",0.0118547003179019,-0.0110602726259413,0.000524463136174585,-0.00495698537399317
"CCRN4L",-0.00143227003246096,0.00135845913012603,-0.00269995265804307,-0.00307108431926122
"CCS",0.00114380480988759,-0.000432809336095844,-0.00247369676240124,0.00158760473156458
"CCT2",-0.00146849389318281,-0.00642300293355582,-0.00401225337174231,0.00851295334189805
"CCT3",-0.000302116931700068,-0.00376755656841323,-0.00448363470445926,0.00871922694290035
"CCT4",-0.00121051590545552,-0.00360750108436539,-0.00232268038813189,0.00713735891088329
"CCT5",-0.00429322964756215,-0.00534896895536765,-0.00160798464303136,0.00811795421931336
"CCT6A",-0.00528413250755947,0.000767168987143792,-0.0112128712970162,0.0116284058230095
"CCT6B",-0.0028911989419479,0.00183444163707925,0.000966749152821638,0.00269782557736644
"CCT7",-0.00305052580628446,-0.00536906681108773,-0.00583870764965472,0.0084110780393082
"CCT8",-0.0015061152286721,-0.00596085526553351,-0.00256608268331008,0.0073107879864676
"CCT8L2",-0.00367214150828913,0.00115389424320109,-0.00199422789038226,-0.00558594156855571
"CD14",0.0285804497404954,-0.00550334690535656,-0.000278989819597132,0.000302961821315818
"CD151",-0.0013428651946254,0.000272385329825484,0.00266051462213583,0.00327220235167284
"CD160",0.00184634323874465,-0.00244913012321882,0.00572245372917542,-0.0021832953325903
"CD163",0.0368313708091678,-0.00680318593971699,-0.0123014945633175,0.00295415474084769
"CD164",-0.00205172615666751,0.00125409945371964,0.00883212111805371,0.00405102522410773
"CD180",0.0106041840517766,0.00174526417668103,0.00328490826982329,-0.00325454079764296
"CD19",0.00620621210908623,0.00678872425698258,0.00122845165427298,-0.005889066590906
"CD1A",0.00233023033149243,0.00609144409008452,3.25327903593684e-07,-0.00373615778849119
"CD1C",0.0090342138927148,0.00618528994010294,0.00739394233462305,-0.00359417709197406
"CD1D",0.00981658413691289,0.00533263835681309,0.00956743152971255,-0.0021604567610328
"CD1E",-0.000242899175431181,0.00615061025849625,-0.00417240746452248,-0.00257417958732454
"CD2",0.0159607533948336,-0.00471926219247559,0.00375198725763166,-0.00450561598600492
"CD200",0.0160863419730981,-0.0023736647691037,0.00936453129577856,-1.76394637344739e-05
"CD207",-0.00079658102806751,0.0045291015874355,0.00292426839063321,-0.0028010707904354
"CD209",0.00664698508865895,0.000920804731419671,0.000899748924580677,0.00109251814361154
"CD22",0.00153423462817957,0.00198728320318721,0.00371031703878497,-0.00634920228253953
"CD226",0.00177632535661622,-0.00345366444548214,-0.000472356798709411,-0.00252211172813501
"CD244",0.00414383057303031,-0.00542634908102632,-0.00306187341853537,-0.000481348725363724
"CD247",0.0125762043025292,-0.0081823018638732,0.00320525155097939,0.000176746895399306
"CD248",0.0173839184235792,0.00850832379801804,-0.00629157514142889,0.00198120072696222
"CD27",0.0128565335732886,-0.000454010289153989,0.0098555360089573,-0.00168518296382466
"CD2AP",-0.00245481017668083,-0.00244368601392518,0.00559035378208883,0.00662927056233422
"CD2BP2",0.000525696837214955,-0.000169310355240694,0.00147575833049802,2.60763503089832e-05
"CD300A",0.0203950869267386,-0.00614035332882375,-0.00277528568714192,4.07334519202466e-05
"CD300C",0.0045508591473385,0.00162695754808681,0.000378152247920409,-0.00126973109044384
"CD302",0.00643190610122653,0.0110029660852773,0.0112215314289073,0.00359217662201082
"CD320",-0.00582357195607964,-0.0047357318974543,0.00214055060032221,0.00387557690991001
"CD34",0.0156325975880676,0.00718987404149452,-0.000745587193141729,0.00288510840730491
"CD36",0.0234834184962782,0.0069764177592573,-0.0027917906203506,-0.00704161131574921
"CD37",0.0256347041498066,-0.0036896368713523,0.000683293601986178,-0.00418592958091162
"CD38",0.0154689135197937,-0.00357225653969017,0.00367547465214341,0.00312062109066905
"CD3D",0.0177866451766073,-0.0088394511828041,0.00704729665766867,-0.00158655245408009
"CD3E",0.00644090642281407,-0.00286652810394161,0.000209681264212598,-0.000746068188002523
"CD3EAP",-0.00694223781220594,0.00240791978937595,-0.00857687409519914,0.0084980841555101
"CD3G",0.0126961267842492,-0.00656737344726978,-0.000553817786358935,-0.00297925486350442
"CD4",0.0138594473922959,-0.00204304184752609,0.00150961504685505,0.00154800169409317
"CD40",0.00690747208570119,0.00178011827449265,-0.000304709660747326,0.000835299889586665
"CD44",0.00165688869826228,-0.00823874749821959,0.00901560138542259,0.00328300997529952
"CD46",-0.00454800059862609,0.00318160724001214,0.003808422091248,0.00680938066928163
"CD47",0.00101468615362632,-0.00323285526993844,-0.004630854179368,0.00520903314220207
"CD48",0.0197902379859067,-0.00267588075519777,0.00462763156782066,-0.00242290905320676
"CD52",0.0260454805157748,-0.0067875855833004,0.00455964837399849,-0.00468332387413413
"CD53",0.0274961430695566,-0.00518993210377008,-0.000456959191288346,0.00132102348595398
"CD55",0.0130785561389022,-0.0194326115508957,0.0173545583285395,-0.00677381061432055
"CD58",0.00199434577664685,-0.00355903293755127,0.00678349981826982,0.00607001003256432
"CD6",0.00896279525213923,-0.00772703312748455,0.00301305872828595,-0.00255363078140571
"CD7",0.00975168670158785,-0.0132405242324329,-2.82196355698978e-05,-0.0018923587875383
"CD70",0.00819975884258226,-0.00186195829007078,-0.00195201026585085,-5.6074449190888e-05
"CD72",0.011944750517174,-0.00294772823275918,-0.00251344525733402,-0.00406018711652305
"CD74",0.0235513155046431,-0.0122028023113522,0.0034979611111504,-0.00240603286976045
"CD79A",0.00599692040561536,-0.00083883801154051,0.0109351057488078,-0.00320400007242636
"CD79B",0.00783424476758689,0.00262653430538023,0.00358563637996571,-0.00897100897011216
"CD80",0.00314517187172697,0.0019703939417429,0.000508009143700058,-0.0021771939474372
"CD81",0.00415464578230026,0.00358497209803341,-0.00461518259216936,0.00642960070579368
"CD82",0.00595506100948885,-0.00823217436294786,0.000988545910669872,0.00298982770191298
"CD83",0.00717098136040645,0.0018835466125563,-0.00547480511682937,-0.00117085371373754
"CD84",0.0187352286016946,0.000354675240251016,-0.000865003228019964,0.00029921119254098
"CD86",0.0259938885444473,0.00130661805468889,-0.0018916144914434,0.000745865390515606
"CD8A",0.0158865780948078,-0.0102056748969965,-0.0039351180084858,-0.00295805010633571
"CD8B",0.00471718268494056,5.74652184444895e-05,-0.00227544192096533,0.000271383040316916
"CD9",-0.00194490277112161,0.00251043755779562,0.00997421133864536,0.0071284006058878
"CD93",0.0241455316992086,0.00456361098773279,-0.00283670800182663,0.00402433479644862
"CD96",0.0101193586114147,-0.00454336801809952,-0.000885055741029122,-0.00203232323022547
"CD97",0.000440999227122526,-0.00427227296085126,0.00131586588841847,0.000400653857848497
"CD99",0.00444778818627921,0.00305407348251369,0.00182612264661002,0.00329183644979071
"CDA",0.00567427316555248,0.00199206595864634,-0.00573551148690608,-0.00322321443200633
"CDADC1",-0.00360772796933853,0.00293300736046909,-0.00361070526231236,0.00584758539758597
"CDC123",-0.00277107743823845,-0.00400538859893076,-0.00290764905358544,0.00862808591723687
"CDC14A",0.000891243546530783,0.00069214473020734,0.00195691645753515,0.000535928650766073
"CDC14B",-0.00351536353652148,0.00338380114694798,0.00484229599804903,0.0026189600329967
"CDC16",-0.00673692170310565,0.00714848282600491,-0.000887865430022661,0.00596034739478686
"CDC20",-0.00263008056753056,-0.0186887196591909,-0.0127145731973474,0.0107930320122139
"CDC23",-0.00145411264868064,-0.0015960213828196,0.00126655664950413,0.00621265141903032
"CDC25A",-0.00850959188189599,-0.0128191452103468,-0.00764450783424771,0.0061814911070588
"CDC25B",-0.00493802434413289,-0.00686051237976074,-0.00791477681187173,0.00471732046755827
"CDC25C",-0.00730127187244545,-0.00849311472492697,-0.00368946980613361,0.00697876777384968
"CDC34",-0.00239027196459039,-0.00490251573229766,-0.000451593302948387,0.00233505853062127
"CDC37",-0.00232684688493878,-0.00383105662533924,0.0015356456538046,0.00351182743427623
"CDC37L1",0.00391193622229507,-0.00457510913924405,0.00380636035337166,0.00679406802613964
"CDC40",0.00102515219585452,-0.00110780105635818,0.000268235397132643,0.0053256603621206
"CDC42",0.00474680897680875,-0.00533766010523531,0.000829562164051143,0.00279083418338338
"CDC42BPA",0.00357960859433761,0.00349095214778652,0.000996399786759703,0.00291304215483236
"CDC42BPB",0.0037905332655976,-0.00390500592432588,0.00316780311877915,0.000252531222695022
"CDC42EP1",0.00252258176199169,-0.0174348683822608,0.00263371059002447,-0.000752267970857773
"CDC42EP2",0.00321718719439299,-0.0127394658789559,0.000774162225475607,-0.00324545328289014
"CDC42EP3",0.00721733129784451,0.00901433896489224,0.00398887071641656,0.00242704391897134
"CDC42EP4",-0.00075354192444247,-0.00178350049067127,0.00583275339436429,0.00129816985572057
"CDC42SE1",0.00454202283078743,-0.00506420708321628,-0.00120278578761295,0.00118651939675085
"CDC45",-0.00322552245089258,-0.0193296753289392,-0.00906248166852154,0.00918507855732934
"CDC5L",-0.00153024612039527,-0.00180526801117048,-0.00314700600102647,0.00827468144165528
"CDC6",-0.00411766072784509,-0.0128805519085008,-0.0135607520416363,0.0173739318668069
"CDC7",-0.00246660137929019,-0.0119019979184087,-0.00712109394502095,0.00862923454808528
"CDCA3",-0.00617592851959393,-0.00811319045048222,-0.0052515398846528,0.00811889534477256
"CDCA4",-0.0022523425407981,-0.00808859507601834,-0.00781873485005227,0.00738737370903716
"CDCA8",-0.00505933632591125,-0.014481008407915,-0.00483907580112168,0.00914043559395921
"CDCP1",0.00177082549256002,-0.0123346335402634,-0.000684661106357756,0.00131802831593138
"CDH1",-0.0103313689005659,0.00631488773802911,0.00567072636458943,0.00783711915981113
"CDH10",-0.00392352411007379,0.0016799140563946,-0.00214971533940265,-0.00407721927848702
"CDH11",0.0326418936588201,0.016634363578996,0.0013322086413402,0.00595546477436418
"CDH15",0.00380955510676348,-0.000749104834772683,-0.00280045813347149,-0.00122194789903284
"CDH16",-0.00175731688285415,-0.00541016931211533,-0.00540606100918304,-0.00331013755917176
"CDH17",-0.0157013463087732,0.012292623117473,0.0269952229856989,0.00104832562736885
"CDH2",0.00210059569254769,0.00626448460172399,-0.00362479688835177,-0.00336468158847742
"CDH4",-0.00276180886549287,0.00626622820450796,-0.00137892319869627,-0.00446852412479511
"CDH5",0.0169560962365471,0.00707860140567291,0.00140416126859398,0.00182592952715852
"CDH6",0.00927840174238004,0.00646558233713802,-0.00216650588013327,-0.000468415835499237
