"","cl1","cl2","cl3","cl4"
"ABCF2",-0.0021132161414949,-0.000377516200562463,-0.00620967690073718,0.00952422725540845
"ABCG1",-0.000599584389554161,0.00649311504902246,0.0115511109791125,0.00154625392781201
"ABCG2",0.00708063717041299,0.000310761624524584,0.0067876521321109,0.0012530796515985
"ABCG4",8.71719710087565e-05,0.001696681627056,-0.000864604298776415,-0.000995585123769949
"ABHD10",-0.000269829293057042,-0.00611323739614699,9.582582749641e-05,0.001984310449603
"ABHD11",-0.00830261675580666,-0.00565740114362036,-0.00234535306980285,0.00210181511173307
"ABHD14A",0.000184991850326996,-0.00879591433324048,0.00262568762186993,-0.00399788840715099
"ABHD2",0.00133039566305422,-0.00454714964812897,-0.00161819574924179,0.00287619670513125
"ABHD3",0.00591183330610287,-0.0179321123600789,0.0163867801666606,0.00130195707967406
"ABHD4",0.00448538918240045,-0.00157391113785811,0.00322444057349041,0.00155628366363598
"ABHD5",0.00200499693141876,-0.00279646476432894,0.00272124004534044,0.00369335552504808
"ABHD6",-0.00376933799957673,-0.000173816314908895,0.00331196027596236,0.00304796999979486
"ABHD8",0.00019338507939908,0.00603144561694512,-0.00340274414878109,-0.00143639762925743
"ABI1",0.00221682186474056,0.00236965035137466,0.00705914806609503,0.00846636443196417
"ABI2",0.00118524881612175,0.00488991603397496,-0.00753140360822598,0.0024761740510403
"ABL1",-0.00332292176171412,0.00371764386985631,0.00513628883324775,0.00416805128460237
"ABLIM1",-0.00186192301076792,-0.00823622127747919,0.0143749471844258,0.00130491896063127
"ABLIM3",0.00880571415841348,-0.000390598640238311,-0.00933858867417555,-0.00573262824010212
"ABO",-0.0039533261130943,0.000574852476739665,0.00523182686265433,-0.0064447229584706
"ABP1",-0.010503363570862,0.0167102799104626,0.0338967286267618,0.000745610241628289
"ABR",-0.00362700664428818,-0.00064746717830155,0.00423738390335343,0.0014955923859184
"ABTB2",-0.00197526462677872,-0.000219892165416102,-0.00139520747238188,0.0044130336962972
"ACAA1",-0.00254310363982134,-0.00154627269297976,0.00129294350878226,0.00335914568728123
"ACAA2",-0.000409357424111046,0.00166466583866214,0.0126369068917489,0.00395475030274286
"ACACA",-0.0079865986876373,0.00266153136623,-0.00377875680030596,0.00688113883490587
"ACAD10",-0.00627796478025853,0.0033268383762854,-0.00240301305388307,-0.00282770145020422
"ACAD8",-2.35419235768865e-05,-0.00147088684448038,0.00743180701227642,0.00672016639362587
"ACADM",0.000839224938650846,-0.00248087319622728,0.0156794975644482,0.00606427398776156
"ACADSB",-0.00251362542627943,-0.000390942074716818,0.00354816556897843,-0.000764179306865892
"ACADVL",0.0011129671792748,-0.00391679912769585,0.00517217222658946,-0.00238481803463184
"ACAN",0.00328231607610639,0.000569843307719048,-0.00271490321699313,0.000311770281731908
"ACAP2",0.00174072518602426,0.00318723030676433,0.0035767398994568,0.00757983173833447
"ACAT1",0.00115248693936828,-0.00447174550546199,0.00041326176725591,0.00739595177562585
"ACAT2",-0.00292645997369907,-0.00365544563753023,0.00294452177439485,0.0125413537521823
"ACBD3",0.0023761341716756,-0.00596633463571959,0.00679142699309652,0.00470509247398147
"ACD",-0.0040069453086587,-0.00339796038392492,-0.0116841444280366,0.00351914282565167
"ACE",0.00153360317385355,0.00100169907963448,0.0027868746184706,-0.00604810540207158
"ACE2",-0.0214206278585739,0.0268459338513586,0.0130089862903673,0.0176254172966802
"ACHE",-0.000809101573794217,-0.000719037893265004,-0.00200123986373518,0.000285033939556352
"ACIN1",-0.000463331558364984,-0.00218043488551667,0.00117116085670998,0.000748107343694561
"ACN9",-0.00266573386615378,-0.00292423601384037,0.00448748606652339,0.00531768993843468
"ACO1",-0.000178413018317026,-0.00466621493729018,0.00950619797514616,0.00409828599426261
"ACO2",-0.00141933375897226,-0.00633483144968272,0.0103181785957173,0.00154938891911468
"ACOT11",-0.0125565164285965,0.00407042525897256,0.00827910721839455,-0.000307163890981242
"ACOT13",-0.00442888671030131,0.000877131413378685,0.0106051893022254,0.008266350905497
"ACOT7",0.000828159881557632,-0.0124477102995226,-0.00793804267383163,0.00538814956951328
"ACOT8",-0.00992379137806204,0.00786430870503215,0.000456271967570425,0.00715998327019786
"ACOT9",0.00298347388354552,0.000335459652103108,-0.00343504213338289,0.00537314920813297
"ACOX1",-0.0064394786498197,0.0106029179951037,0.00705006599926474,0.00495395077496797
"ACOX2",-0.0100011154622998,0.0172054475637178,0.0168965681187959,0.00206186077886771
"ACP1",-0.00161995362016127,-0.00522569557860366,-0.00081698345916534,0.00826578466297366
"ACP2",0.007203770882798,-0.00300366596531059,-0.000982410505394342,-5.33967797776023e-05
"ACP5",0.0188031119313526,-0.000749212854790657,-0.0062636956340136,0.00246073498943249
"ACP6",-0.00329322319146647,-0.00503318545027976,0.00255033244613258,0.00188904174644548
"ACPP",-0.00104576717533238,-0.0150890441045278,0.0123508510781173,0.000449345418876178
"ACR",-0.0116409142876949,0.00853245071122353,0.0028713914251502,0.00186551861197139
"ACRV1",-0.00293903325918904,0.00251161194517424,-0.0010477467629999,-0.000902632723543699
"ACSBG1",-0.00098845929240874,0.00111450300349345,-0.00030207843452671,-0.00195978019978309
"ACSBG2",-0.00289922076792862,0.00262841424952879,-0.00163780709122631,-0.00292263866497837
"ACSL3",-0.00140574028360953,-0.00481306871231049,0.00295616947922971,0.0067187022286271
"ACSL4",0.00301914648253708,0.00514924431333719,-0.00440933331315287,0.0119143861779567
"ACSL5",-0.0122742829331113,0.010545489558458,0.01069474760507,0.0116960467925936
"ACSL6",-0.0251721712123985,0.0419144800690069,0.00405053165352576,0.0101082877111853
"ACSM3",-0.00830229475408526,-0.00301811811747662,0.0167849064925026,-0.000648839737783487
"ACSM5",-0.00351272356050898,0.00616046214034174,-0.00439584054200318,-0.0062553432619879
"ACTA1",-0.00133014274393302,0.00154358900017886,0.000949963823198202,0.000558642792302475
"ACTA2",0.0261513710972008,0.0176921017414751,0.00144778980374239,0.00561861885891315
"ACTB",0.00276406876794874,0.000207338911000579,0.000390394227631391,0.000313678844743718
"ACTC1",0.00762246903399258,0.00595760378302088,-0.00010411095572089,0.00298950310707999
"ACTG2",0.0237868878785355,0.0239569892613457,0.00889927131043326,0.00276463192791592
"ACTL6A",-0.00366555743072844,0.00215870229248628,-0.00417330095952243,0.0153983637454038
"ACTL6B",-0.00409735406355657,-0.00236304178346687,-0.00418031089597092,-0.00451661494622706
"ACTL7B",-0.00473138838487131,0.00070935008202112,0.000566083735886161,-0.00276811369812621
"ACTN1",0.00630229639559834,-0.000905689107902154,-0.00177198121382671,0.00267396655128681
"ACTN2",-0.00254672900162439,0.00520671122780462,-0.00221324367226714,-0.00517470373559744
"ACTN3",-0.002735083316604,5.76851399098126e-05,-0.00146571281561,0.000352156802440741
"ACTN4",-0.0016139559724317,0.003615273486084,0.00185330375854404,0.00663171095321239
"ACTR10",0.00454527755628262,-0.00228920363002563,0.00721532752227955,0.00396347380596041
"ACTR1A",0.00282302447437341,-0.00270068152197672,-8.71912643845094e-05,0.00157403118551579
"ACTR1B",-0.00288963380398269,-0.000629720120044122,0.00418113070337498,0.00337899361215543
"ACTR2",-0.00141787320774392,0.00556196776030149,0.00182461934910798,0.00851314693169531
"ACTR3",-0.000682827039180265,-0.00191515546558072,-0.00159896166058892,0.00493080926394939
"ACTR3B",-0.00640064191909908,-4.81975986947387e-05,-0.00143538694282467,0.00633509275089066
"ACTR5",-0.00611165364057546,0.0061983621304044,-0.00754547177020881,0.00190836355971711
"ACTR6",0.00235201455698267,-0.00636036920700451,-0.000222626994425335,0.00854646291584866
"ACTR8",-0.00212163273872102,-0.000165778827481444,0.000613789963759231,0.0035904635262069
"ACVR1",0.00565742797968244,0.00397609949948607,-0.000246284745058373,0.0074391342074347
"ACVR1B",-0.00910133660878033,0.0125886642692681,0.00866142147539508,0.00247003516239026
"ACVR2A",-0.00136596309373538,0.000675458979374156,0.000508739212240894,0.000324613809639023
"ACVRL1",-0.00159139601263703,0.0102724195193238,0.0169670488889747,-0.0046807408191591
"ACYP2",0.000200090669582339,-0.0019558114424399,0.00778179160826689,0.00366967247018235
"ADA",0.00751618561958558,-0.00467211392562985,-0.00999815245873247,0.00326444187866219
"ADAM10",0.00402320135835637,-0.00611230532060243,0.0011194577425634,0.00307396882646511
"ADAM11",-0.00707264776542632,0.000505747703970942,-0.00356205484214976,-0.00200764008871084
"ADAM12",0.025658481525079,0.000833790245190724,-0.0162059706348101,0.0059192147040788
"ADAM15",-0.000856786972147923,-0.00825951032101904,0.000498479292403889,0.00110648571494822
"ADAM17",0.00071238549569218,0.00205777924985297,-0.00735190089065706,0.00500648447093325
"ADAM19",0.0112887349055383,0.00927166995016012,-0.00717998084463696,0.0030219535454862
"ADAM22",-0.000993163795316421,0.00176964163326237,-0.00570780636193783,0.00294204110637621
"ADAM23",0.00225007981153617,0.00862941313326724,0.000452483841933987,0.00366484917053243
"ADAM28",0.0179020770662626,-0.00944155362200208,0.00635955713678682,-0.0127903884108723
"ADAM30",-0.00587431609419813,0.00281892249591989,-0.00577568714425354,-0.00164361524572012
"ADAM8",0.0143420261589606,-0.011698407667007,-0.00759019308028567,-0.000516423644325889
"ADAM9",0.0072528678721806,-0.0103923506263661,0.00114084037397689,0.00884846584885059
"ADAMDEC1",0.0202976728123718,0.00855568100977906,0.0317762195079573,0.00441248912715933
"ADAMTS1",0.0240196412226296,0.00978181927585332,0.000389727712281759,0.00273915726045107
"ADAMTS12",0.01216495759275,0.00951507686477898,-0.00738762040675052,0.00902391410286895
"ADAMTS13",-0.00145259913958163,0.00137239769086494,-0.00495907484789349,-0.000790791475364674
"ADAMTS2",0.0228338371675826,0.00259753985919712,-0.0166168833768771,0.0106813231062948
"ADAMTS20",-0.00223162325925047,0.00547093779259263,0.000143846471165827,-0.00200185077820746
"ADAMTS6",0.00684997011785094,0.00810513089342293,-0.00993057971293364,-0.00186400481243334
"ADAMTS7",-0.00281538141818913,-0.000675222922143151,0.00330684584646133,-0.00874321604254468
"ADAMTS9",0.0079950551403352,0.00271035069805177,-0.00109133307500707,0.00110338691680124
"ADAMTSL4",0.00786906294618704,0.000879938878025988,-0.0056889998003215,-0.00110008958922669
"ADAP2",0.0127005456445067,-0.0009394126518419,-0.00543635876589329,-0.000849387389013807
"ADAR",0.00376418526841053,-0.0049882028502172,-0.00420564224079742,0.00215711920117134
"ADARB1",0.00867617082725407,-0.00246119816446399,-0.00700222438159743,-0.00142977586404614
"ADARB2",-0.0020145664430288,0.00334118349874976,0.000356722133579937,-0.00366143836961215
"ADCK2",-0.00512399117458173,0.000640181121914526,0.000324450188170942,0.00337536596734636
"ADCK3",-0.00901850602181417,0.00231980353973868,0.00467338163277755,0.00271594423496878
"ADCY1",-0.00238905050982939,0.00250615650859316,-0.0033304377042507,-0.00174227896575979
"ADCY10",-0.00331657881734542,0.00239648645259196,-0.000715797557193247,-0.00160389305553183
"ADCY2",0.00592591045367002,0.00956641502171783,-0.00365459470331429,-0.0046602926877613
"ADCY3",-0.00700203146895259,0.00406997830946825,-0.00413260778768159,0.0043087403095533
"ADCY6",-0.00477663825843602,0.00117781894263414,0.00927545858333229,0.00245143723276717
"ADCY7",0.0113097201477774,-0.00256195579083116,-0.00580414716770093,0.00374080492991324
"ADCY9",0.00269484561649769,0.00366123015550082,0.00502808662056676,-0.000293675708041498
"ADCYAP1",0.00320592652905002,0.00484102790587934,0.00253135223163169,-0.00576276515192023
"ADD1",0.000922523380301923,-0.000169628045467752,0.00240140150861852,0.00136816578580477
"ADD2",-0.00379723333607284,0.000924689914780713,0.00126880581357924,-0.00370936364955843
"ADD3",-0.00634986162924851,0.00219066017125035,0.0068525876284904,0.0066224733529312
"ADH1A",-0.00322374548975363,0.00852114195928885,0.0054790503868389,-0.00849145366778373
"ADH1B",0.0111439678243019,0.022145107384791,0.013947681521223,-0.0108953416796648
"ADH1C",-0.00945618638536458,0.0166003853094627,0.0420726487792724,-0.0131035362772866
"ADH5",-0.000510217474128767,-0.00328567245509704,0.00421190841188826,0.00319202322706446
"ADH6",-0.00908366712093629,-0.00566692195641475,0.0235771793525348,-0.00870084664655656
"ADI1",-0.00118315099353147,-0.00445575319068285,0.00515381334337936,0.00554890678855384
"ADIPOQ",0.00460379617946428,0.00898325847254409,-0.00849824833715979,-0.00478340144124234
"ADIPOR1",6.04069986182128e-05,-0.00249719712950217,0.00557001040489701,0.00436383759937602
"ADIPOR2",-0.00142756506646561,0.00176512926498463,0.00313024501943067,0.00468628076262902
"ADK",-0.00404460145192775,-0.00185346819923244,-0.00417892048560949,0.0100521342687747
"ADM",0.0139126017421712,-0.0154847639757771,-0.00239246866407349,0.00416586130270733
"ADM2",-0.00361743274108084,0.000495301904128757,-0.00275900545994818,-0.00189716850900898
"ADNP",-0.00749141091707984,0.0102014001186192,-0.00107557223158565,0.0129960593535313
"ADNP2",0.000591997991585254,-0.0137395522749095,-0.00195056702728966,0.00183582270893552
"ADO",0.00057605215581372,-1.14032406036775e-05,-0.00476578345806855,0.00777646993558136
"ADORA1",-0.00231768436729211,0.000965167739563027,-0.00190997443515208,-0.00304168046515726
"ADORA2A",0.00564305418282269,-0.00219950237208836,-0.00118232831165059,-0.000974468443531456
"ADORA2B",-0.00249413933651814,-0.00741619999923462,0.0121138984606885,0.00465240604127595
"ADPGK",0.00241873838967699,-0.00434997988252652,-0.0026920215896109,0.00328722484946015
"ADRA1A",-0.00411864916485044,0.0040282899955002,-0.000429509235790848,-0.00157849497217694
"ADRA1D",-0.003187115188732,-0.00185167734872847,-0.00122321467795461,-0.00551047443899549
"ADRA2A",0.000844938848766312,0.0117037263628963,0.018601417934103,-0.00636267897878331
"ADRA2C",-0.000850616932198496,0.000730243116624663,-0.0015958873374269,-0.00452239575075687
"ADRB2",0.0113092745809823,0.00421687439008612,0.00717583704393587,-0.00696073391416187
"ADRB3",-0.00209974419233807,0.00138193727522811,-0.002952028391307,-0.0055890186509172
"ADRBK1",-0.000697467679606586,-0.000759959740253615,3.09366163651335e-05,0.000377335239971964
"ADRBK2",-0.000650690958605745,0.00837956981044579,-0.00386643233006025,0.000814244066675477
"ADRM1",-0.00692596467678842,0.00414930601065074,-0.0102633208118131,0.00971649575434748
"ADSL",-0.00223859779840574,-0.00292669803665757,-0.00375172229190251,0.00611009333591397
"ADSS",-4.74152897207857e-05,-0.00207759219077199,0.00365639583456082,0.0102351109244325
"AEBP1",0.0326651306377213,0.010107894884657,-0.0130010429328453,0.00272048951622367
"AEN",-0.00100697864968059,-0.00768718394316384,-0.00374291200458199,0.00317747107927388
"AES",0.000242291093541053,-0.00178176501846593,0.00721020909192936,0.00326228795254477
"AFAP1",-0.0014987377087396,0.00865365103233278,0.0053175701814801,0.00535453667900361
"AFF1",0.000350505237882757,0.000937778902194561,0.00515710955141387,0.00319958217278593
"AFF4",0.00142886323199918,-0.00159008697116619,0.000566120444112667,0.0026420458716628
"AFG3L2",-0.000439957503919784,-0.0089308086308285,0.00342169244539637,0.00191839727445936
"AFP",-0.00317999005689989,0.00165707030399925,-0.00394415303461158,0.000851991640102997
"AFTPH",-0.0046153512771491,0.0043267270871321,0.00301694166044653,0.0020006415319621
"AGA",-0.000192673383019174,0.00132504418984614,0.00679041982697115,0.0029121441396484
"AGAP1",-0.00316428453301045,-0.00182295659190072,0.00238840313365512,0.00549756597553917
"AGAP2",9.70024888401686e-05,-0.00120052567536853,-0.0020742962696783,-0.00454800428319282
"AGBL2",-0.00319909036930277,0.00559068361450984,-0.0026090660777201,-0.00512488249576054
"AGBL5",-0.00489265113735305,0.00494787646061694,-0.00283117418382217,0.00214138923352582
"AGER",0.00167085706130825,-0.00425856881269115,0.0024576639113368,-0.00306308013254444
"AGFG1",0.000298227473058342,-0.000221872638418247,0.00267807761866348,0.00830632693875756
"AGFG2",-0.00489728891029645,-0.0050127804990718,0.00432747574824502,-0.00157415118555046
"AGGF1",0.000114669544095636,0.000116434028562983,0.00269803996141612,0.00660873360168062
"AGK",-0.00403008219746424,0.00396100688471828,0.000215240458250691,0.00662732810177634
"AGL",-0.000209178983147263,-0.00545401224022212,0.00422954495200429,0.00827043825208095
"AGMAT",-0.0154419460651266,-0.00187939248655639,-0.000949285667223706,0.0101032276430526
"AGPAT1",0.00107085514622014,0.000353146985307337,0.00247571704201795,0.00451958029479831
"AGPAT2",-0.00540943790584288,-0.00454338854304256,0.00144636187449788,0.00347664920080831
"AGPAT3",-0.00502706692153408,0.00177989328863354,-0.000116707043662253,0.000674405137128656
"AGPAT4",0.0175691363803706,-0.00513115257248835,-0.00198209108722416,-0.0100909812965469
"AGPAT5",-0.00422039734096653,-0.00706839141073961,0.000223966311256507,0.00385258710830283
"AGPS",-0.000109560644184018,-0.00234666820493595,0.00192511368392982,0.00779950926510435
"AGR2",0.00291219124372813,-0.0234511838522587,0.0195925190414495,-0.00116936609828263
"AGRN",0.00466362094777465,-0.00937874843106293,-0.00215185535584562,0.00183648383005746
"AGT",-0.00532275088814075,0.0156808161919131,0.0137393829925565,0.00409218976088191
"AGTR1",0.00715919746309511,0.0144907725025413,-0.0061632981426795,-0.00308078774131381
"AGXT",-0.00402388151085807,0.00385010917767293,0.00263701580209405,0.00122390885833933
"AHCTF1",-0.00283240624981957,-0.00164023837078128,-0.00424980779106105,0.00706257361140122
"AHCY",-0.00979905104333375,0.00699520413697466,-0.00624604932333279,0.0112354641767818
"AHCYL1",-0.00208091702796968,-0.0026320821032544,0.0038227581867049,0.00320543009119479
"AHCYL2",-0.000391579794565363,-0.00642631198693872,0.0184556640220662,-0.000229542477916474
"AHDC1",0.000495401968666604,-0.0036880214710281,-0.00574339400685825,0.00085350712335143
"AHI1",-0.00173554943549839,0.00195607655712234,2.15359238574008e-05,-0.0023555722957759
"AHNAK",0.0129772376301345,-0.00417370774214698,0.00900839754471612,-0.00486343739863015
"AHR",0.00549552878682298,-0.00552643859445073,-0.00432185862063826,0.00468196389835294
"AHSA1",0.000752319619509903,-0.00865911910137327,-0.00267885886311515,0.00876524932116595
"AHSP",-0.000185600218818833,0.00397464157246278,0.000362909831552146,0.000927432420590332
"AIF1",0.0316582018871514,-0.00243147683749421,-0.00107632291930284,0.00143823190956787
"AIFM1",-0.00733983664490032,0.000517202925864274,-0.000742718437756434,0.00820262178752328
"AIG1",-0.00277413548259773,0.00598290732924457,-0.00529011965370019,0.00407706453961771
"AIM1",-0.00617757791244214,-0.00775278857031436,0.0103103223228118,0.00194877696676203
"AIM1L",-0.00429755804316745,-0.0023579250856971,-0.00783340664391674,0.00416227559656566
"AIMP1",-0.00188547608449316,-0.00393772377365738,0.000139612294919957,0.007362124439345
"AIMP2",-0.00299541988367918,0.000854947935672471,-0.00226776279054783,0.0088949207099466
"AIP",0.00056862140993423,0.00386269925857965,-0.00239290322752401,0.00365813795929337
"AIRE",-0.00530358974757092,0.00271500390469683,-0.000457442505647706,-0.00459870680952638
"AK2",-0.00229982382337135,-0.00611102279561276,0.00310325424264292,0.00836548144920379
"AK4",-0.00924890016064732,0.0120452525569517,-0.00700004054879998,0.0093293498412788
"AK5",0.00316628787005215,0.0014536144640825,0.00015436497840011,-0.00186483081929877
"AKAP1",-0.010230679706633,0.00553178405750911,0.00383814633711388,0.00407799990498159
"AKAP10",0.00190527577418421,0.000832710081635506,-0.00258897576891391,-0.00114698490315603
"AKAP11",-0.00317565336901157,0.012587853530137,0.00296340219018144,0.0075073793389714
"AKAP12",0.0300767053505531,0.0181133232919471,-0.0115694563421316,0.00228540019930636
"AKAP13",0.00783630104412833,0.00135365139124707,0.00484653052587487,-0.00587009734577798
"AKAP17A",-0.00310106007069204,0.0022958827358351,-0.00133716229021657,0.000709692766507799
"AKAP7",-0.00129904127147917,0.000607005232241431,0.0153904216942761,0.00132306878772112
"AKAP8",-0.00380424098353422,-0.000797848916729903,-0.00315760079653385,0.00339854590607487
"AKAP8L",-0.00368090086994288,0.00188583140690693,-0.00433529515458467,0.000110606558779968
"AKAP9",-0.00209963949340822,0.00231577040503479,0.0122371100555509,0.00547596256673131
"AKIP1",0.000416802374130199,-0.00262743181123382,-0.00202635159205746,0.00406431775700342
"AKIRIN1",0.00186611082723967,-0.00279644533310902,0.00523598077226681,0.00876435836380994
"AKR1A1",0.00234511387789396,-0.0090171498856839,0.00527627433888054,-0.00021015728886521
"AKR1B10",-0.00533625985548498,-0.00479804286297695,0.0348204619131163,-0.00483031996992015
"AKR1C3",-0.00781825002662083,0.00952924791875398,0.0179602523155693,0.000430796165971263
"AKR1C4",-0.00267803003432145,0.000802336619249078,-1.11377393266402e-05,-0.00172830269447638
"AKR7A2",0.00349450362815107,-0.00663171649542045,0.00113779642410203,0.00162168603220759
"AKR7A3",-0.000628255610435008,-0.0103589097971554,0.0090497755125191,-0.0033752948268696
"AKT1",0.00288018425285765,-0.00662365076218839,0.00105132346688271,0.00302591132727845
"AKT2",-0.00252826432825839,-0.00344997557067952,-0.000229230896102317,0.00238311176426991
"AKT3",0.0199435435368227,0.0103674381026495,-0.00358083795690146,0.00463813475538139
"AKTIP",0.00144209258836817,0.000134586157421826,0.0011263769158116,0.00651563201898819
"ALAD",-0.00207146554973232,0.00396641103824442,0.00708955891640782,0.00325492436016799
"ALAS1",0.00301637083407113,-0.0098435074089552,0.006008496058412,0.00527252200347953
"ALCAM",0.00662394010479997,-0.0086419990620054,-0.000665120759445451,0.000497372595508928
"ALDH18A1",-0.00389374843714861,0.00148014260415349,0.000644314876614507,0.00535829305583334
"ALDH1A1",0.00895523540954235,-0.0111659445078258,0.0200188395237484,0.00101990216469806
"ALDH1A2",-0.00158320390661427,-0.000821723485766811,-0.000535776586085683,-0.00330681475481599
"ALDH1A3",0.0141322244803827,0.0172290870555374,0.0029089423616929,-4.05513863576683e-06
"ALDH1B1",-0.00335561333775659,0.00397131152216563,0.0121815832995474,0.0100226970347533
"ALDH1L1",-0.000753378531230487,-0.0106013878246182,0.0160953047393698,-0.0109165686151834
"ALDH2",-0.00765401983763356,-0.000316369165682909,0.010172373534407,0.00339574921917254
"ALDH3A1",-0.00706386354521474,-0.0100528887505766,0.00692683531851942,-0.0037878406887708
"ALDH3A2",0.0017639894201584,-0.00783493361674828,0.00426773905742324,0.00136535298650782
"ALDH3B1",-0.000520584570155801,-0.00192970124495147,0.000706989475456711,-0.00213249231866477
"ALDH3B2",-0.00394466963631539,-0.00255293616037907,-0.000622317323335768,-0.00355165761587553
"ALDH4A1",-0.00776856131633921,0.000972099582043869,0.00116411948659564,0.00473826329720016
"ALDH5A1",-0.0100399788304959,0.00510766553086903,-0.000272573616992981,0.00761379312656757
"ALDH7A1",-0.00476283371134915,0.000796928930953954,0.00141028005829744,0.000931513764019634
"ALDH8A1",0.000241519207017184,-0.00234049053814498,-0.00822573854403181,-0.00588234770163503
"ALDH9A1",-0.002941100400566,-0.00511550524317267,0.00504084403404983,0.00312308635700676
"ALDOA",-0.000119384604202956,-0.00764206072214127,-0.000342066163169158,0.00170155501373669
"ALDOB",-0.00592172986029032,-0.00256056079490472,0.0282999185897361,-0.0103109623702547
"ALDOC",-0.00139836676696384,-0.00320776980709231,0.00131943938023687,0.00716301049619979
"ALG12",-0.00265839679649922,-0.0027792433310308,0.000359756997473037,-0.000328982807836704
"ALG13",-0.00266655286484787,0.00169409604749422,0.0020519721969832,0.00982774138600286
"ALG3",-0.00541151344166384,-0.00129551578512955,-0.000782770176898574,0.0056923432354283
"ALG5",-0.00413787554753412,0.0040719686981255,0.0014813192112979,0.00928061993799699
"ALG6",-0.00167094045838068,-0.00457170182494082,0.00397081956088186,0.00456923308710311
"ALG8",-0.0053545068629686,-0.00100804942794124,-0.00202492829200066,0.00618735723265554
"ALG9",-0.000550714252961795,-0.00515061512732176,-3.13535242004457e-05,0.00480237684231072
"ALK",-0.00202385197051613,0.0026543015044569,-0.00369919508652065,-0.00153920946601134
"ALKBH1",0.000907519970326948,-0.00269989336322567,0.00114866523696391,0.00414028195003349
"ALKBH4",-0.00499251676278375,-0.00111417980081231,-0.00192084840852288,0.00151983551357546
"ALLC",-0.00417988591664515,0.00504872282571078,-0.000466860289821756,-0.00331384891142423
"ALMS1",-0.00318151950829566,0.00646529262247427,-0.00422234010195645,0.000314144804411279
"ALOX12B",-0.00115284937214662,-0.00620220101256493,-0.00483112146394362,-0.00334868430069485
"ALOX15B",-0.00024443386037827,-0.000765457516897722,0.000966970493422521,-0.00540862280231466
"ALOX5",0.0194357864789602,-0.0153425025050287,0.00745559574478788,-0.00514654686340104
"ALOX5AP",0.0281602626077129,-0.00507849867245258,0.00161229069604357,0.00680387801108517
